chr17_0_5000	chr17_5000_10000	485.3207854051
chr17_0_5000	chr17_10000_15000	212.4988640932
chr17_5000_10000	chr17_10000_15000	479.2565378381
chr17_0_5000	chr17_15000_20000	130.1059543547
chr17_5000_10000	chr17_15000_20000	204.0214734392
chr17_10000_15000	chr17_15000_20000	431.3105058747
chr17_0_5000	chr17_20000_25000	127.4575276104
chr17_5000_10000	chr17_20000_25000	179.3084598564
chr17_10000_15000	chr17_20000_25000	238.6731914399
chr17_15000_20000	chr17_20000_25000	330.0991213745
chr17_0_5000	chr17_25000_30000	116.4375676701
chr17_5000_10000	chr17_25000_30000	182.4420267104
chr17_10000_15000	chr17_25000_30000	215.0507251936
chr17_15000_20000	chr17_25000_30000	202.9722676768
chr17_20000_25000	chr17_25000_30000	675.9682691224
chr17_0_5000	chr17_30000_35000	93.9548890113
chr17_5000_10000	chr17_30000_35000	96.0764924001
chr17_10000_15000	chr17_30000_35000	114.4796475877
chr17_15000_20000	chr17_30000_35000	111.1369650115
chr17_20000_25000	chr17_30000_35000	155.4806684411
chr17_25000_30000	chr17_30000_35000	271.1631332062
chr17_0_5000	chr17_35000_40000	95.6947105585
chr17_5000_10000	chr17_35000_40000	127.6377404433
chr17_10000_15000	chr17_35000_40000	146.1380888164
chr17_15000_20000	chr17_35000_40000	125.2690866602
chr17_20000_25000	chr17_35000_40000	215.3693298971
chr17_25000_30000	chr17_35000_40000	278.8147587537
chr17_30000_35000	chr17_35000_40000	612.3642751987
chr17_0_5000	chr17_40000_45000	39.2362287446
chr17_5000_10000	chr17_40000_45000	62.8000049480
chr17_10000_15000	chr17_40000_45000	56.9137067321
chr17_15000_20000	chr17_40000_45000	23.2057928388
chr17_20000_25000	chr17_40000_45000	75.8920103492
chr17_25000_30000	chr17_40000_45000	78.5744508295
chr17_30000_35000	chr17_40000_45000	78.7353538628
chr17_35000_40000	chr17_40000_45000	418.6092647727
chr17_0_5000	chr17_45000_50000	105.6084157536
chr17_5000_10000	chr17_45000_50000	119.7315562995
chr17_10000_15000	chr17_45000_50000	129.5725297315
chr17_15000_20000	chr17_45000_50000	106.7039006990
chr17_20000_25000	chr17_45000_50000	163.8425955713
chr17_25000_30000	chr17_45000_50000	191.4048619287
chr17_30000_35000	chr17_45000_50000	180.2829476709
chr17_35000_40000	chr17_45000_50000	287.0788805002
chr17_40000_45000	chr17_45000_50000	501.9674758296
chr17_0_5000	chr17_50000_55000	69.7602976955
chr17_5000_10000	chr17_50000_55000	83.2520276502
chr17_10000_15000	chr17_50000_55000	95.4382227974
chr17_15000_20000	chr17_50000_55000	70.9363271542
chr17_20000_25000	chr17_50000_55000	114.8900422941
chr17_25000_30000	chr17_50000_55000	130.1866330066
chr17_30000_35000	chr17_50000_55000	98.8511850694
chr17_35000_40000	chr17_50000_55000	182.8029009949
chr17_40000_45000	chr17_50000_55000	108.4586627469
chr17_45000_50000	chr17_50000_55000	646.7443924879
chr17_0_5000	chr17_55000_60000	67.5832585919
chr17_5000_10000	chr17_55000_60000	67.6069845041
chr17_10000_15000	chr17_55000_60000	73.6132689562
chr17_15000_20000	chr17_55000_60000	52.6894418577
chr17_20000_25000	chr17_55000_60000	56.8441646283
chr17_25000_30000	chr17_55000_60000	106.3919950110
chr17_30000_35000	chr17_55000_60000	80.9092704195
chr17_35000_40000	chr17_55000_60000	151.6298332552
chr17_40000_45000	chr17_55000_60000	66.6111919956
chr17_45000_50000	chr17_55000_60000	244.4139005325
chr17_50000_55000	chr17_55000_60000	681.6828719330
chr17_0_5000	chr17_60000_65000	75.5598489195
chr17_5000_10000	chr17_60000_65000	77.0493372081
chr17_10000_15000	chr17_60000_65000	105.9255700767
chr17_15000_20000	chr17_60000_65000	60.5463309708
chr17_20000_25000	chr17_60000_65000	81.4041773089
chr17_25000_30000	chr17_60000_65000	112.5539210776
chr17_30000_35000	chr17_60000_65000	87.0218969974
chr17_35000_40000	chr17_60000_65000	132.8628236510
chr17_40000_45000	chr17_60000_65000	85.0225318321
chr17_45000_50000	chr17_60000_65000	238.1246248556
chr17_50000_55000	chr17_60000_65000	271.9417247554
chr17_55000_60000	chr17_60000_65000	387.8914930892
chr17_0_5000	chr17_65000_70000	41.8953874029
chr17_5000_10000	chr17_65000_70000	60.6084454822
chr17_10000_15000	chr17_65000_70000	83.7703784743
chr17_15000_20000	chr17_65000_70000	55.2751601307
chr17_20000_25000	chr17_65000_70000	66.9061861959
chr17_25000_30000	chr17_65000_70000	83.7098622634
chr17_30000_35000	chr17_65000_70000	58.4727980683
chr17_35000_40000	chr17_65000_70000	67.7780872213
chr17_40000_45000	chr17_65000_70000	45.5739886346
chr17_45000_50000	chr17_65000_70000	144.3042837574
chr17_50000_55000	chr17_65000_70000	145.9461736234
chr17_55000_60000	chr17_65000_70000	169.8451624211
chr17_60000_65000	chr17_65000_70000	697.5893994669
chr17_0_5000	chr17_70000_75000	53.5776843029
chr17_5000_10000	chr17_70000_75000	44.4085230950
chr17_10000_15000	chr17_70000_75000	49.7385965469
chr17_15000_20000	chr17_70000_75000	24.8976146854
chr17_20000_25000	chr17_70000_75000	46.6342774463
chr17_25000_30000	chr17_70000_75000	55.2251834379
chr17_30000_35000	chr17_70000_75000	38.0780016917
chr17_35000_40000	chr17_70000_75000	62.4180030123
chr17_40000_45000	chr17_70000_75000	46.9031680413
